,Text,Offensive
5631,"I am proud to see my mizo fellows doing thing like this,hope this is an example for other Indians.",NAG
5632,"People with  problem of. Diffrent religion s. 
Should go on moon",CAG
5633,Rest in Peace.,NAG
5634,Manish Vats can you explain on the basis of what facts and data you mentioned whole India is with Modi. Who are you reply on behalf of whole India?,OAG
5635,A few more lucky terrorists about to get their 72 virgins soon. 👍🏼👍🏼,OAG
5636,Suraj Subramanian You think India is so incapacitated that we don't have any other economist......,OAG
5637,"Munawar Khan Porkiestan is ISIS PART ONE created on the land of Sindh n Punjab, After Genocideing 30 lakhs Bangladeshis in 1971, Porkiestan funded the Jehadist elements of Kashmir n Genocided millions of Kashmiri Hindus during the 1991, Now Porkiestani Army is Using Chemical Bomb against Innocent Baluchis People..porkiestan Murdabad",OAG
5638,Pakistan its a shame full things u doing. ...no need to attack any religion place...nothing different. ..mosque mandir church this is the place we with human being,OAG
5639,That's right the whole video was directed at Arvind Kejriwal!!,NAG
5640,"Anuj Any idea on why "" NILKAMAL "" RISING ??",NAG
5641,Awkward day for peaceful community. .one enemy lost and another won,CAG
5642,Please tell me will market fees ( mandi tax) subsum in gst or not?,NAG
5643,God knws wat d prblm is..,CAG
5644,Adam Smith wrote a book The Wealth of Nations. Soina Gandhi should write a book How to Rob The Wealth of Nations,CAG
5645,You of course! You are the most intelligent and best informed in all administrative matters! It's because of fools like you that naxals and stone pelters are active.,CAG
5646,Mayur Jain u really talking about trusting courts which country u live in third class third world third character and u r talking about trust,NAG
5647,"After losing two matches against PV Sindhu on the trot, Carolina Marin made a roaring comeback against her Indian rival in the Singapore Open quarter-final.",NAG
5648,"I want to say this kashmiri boy that how you are wrong,just remember 1990 how Muslim demolished the temples n how they killed pandit without any their fault..",OAG
5649,Seriously Anna Hazare should introspect before making such statements!!!,CAG
5650,"Its called #Beef_strike :D.
 ban cow slaughter now Pakistani army will eat you.",CAG
5651,Priyaka husband is involved in scam so u want her to be pm,CAG
5652,"Look at his face, looks like he saw the bike before only XD",CAG
5653,"Idiot bjp has won even in rajouri garden

Jaha paper trail use hua",OAG
5654,"Dear friend, I have not got opportunity to watch the movie yet due to shows running housefull but your comment seems to inspired by communalism..",CAG
5655,"WHY DON'T YOU LET THAT NO.1 ....""BREATHE""...FOR GOD'S SAKE....GIVING MORE ALTITUDES OF ""HOLDING BLACK""...!!!!!!! UHHHHH !!!!!!!",NAG
5656,Jio = Failure !!,OAG
5657,Gospel in devil mouth haha,NAG
5658,And you could be the Robert vadra..whose only identity is that he married priyanka Ghandi,OAG
5659,Bahi its so easy its 4time bigger country than ur Pakistan and there population will second largest population after china in Asia,NAG
5660,But How Much she spend  for his diet ? Such a cheap,OAG
5661,"Seems intelligence and security r at lowest. Certainly not competent governance. 
Big talks but no evidence of any plan or action to combat paki aggression or/and terrorist 
attacks. Poor poor poor.",OAG
5662,Superb move......superb execution of the plan..... black money u better beware of India,CAG
5663,'JUST 8 MEN OWN SAME WEALTH AS HALF OF THE WORLD ' -- OXFAM🌝✔,NAG
5664,Na kashmir rahega na pakistan rahega ishfaq bhosdiwaale sabr ka intehaan le raha hai tera katwa pakistan,CAG
5665,Great vision ! Real role model for young people . Simple man with a great mind .,NAG
5666,"No conspiracy. Must be this Tiwari who organised / stage managed / funded it just to defame other political parties. A couple of years back this character was on Big Boss and that time people could see how much hatred, disrepect, arrogance he has inside of him.",OAG
5667,"Mshanu are u literatr?
Bcos budget date was announced before election date so why election commition has announced election before budget.",CAG
5668,"Anna hazare failed in his drama on kejriwal case. Hazare aim is to remove congress from power and he joined with kejriwal. Kejri is clever and he overcome hazare and defeated bjp and opposing till now. Anna hazare wont speak if bjp involve in money scandal, communal violence, hate speeches etc etc. Anna hazare is a hypocritic poison human being. Hazare never thought kejri will come into politics. Hazare may won in defeating congress but lost on kejri matter. Great actor hazare",OAG
5669,What ur view on textile stock . Is its next Apple from india .,NAG
5670,"For ur info amit shah 
By the way just appreciate what that old guy has just said rather then questioning about other and past incidents. Trust me if u will give an example then people will give u two. 
Lets not play the blame game again and Just show some desh bhakti and show respect.",OAG
5671,"Poor people are suffering a lot, don't have money to eat,  farmers are in trouble because of your terrible decision",CAG
5672,"O you presstitutes, where were you when Hindus were attacked in West Bengal ?",OAG
5673,"So,r bears trapped now or still some left .. or major bigg left :p",NAG
5674,Iam seeing some messages who are opposing..These are the one who are  anti nationals holding black..Modi has hit them hardly..they should die dogs death..,OAG
5675,"Worship centres should have the decency to reduce the noice pollution created by them irrespective of religions... Islamic mosque's,Hindu mandirs and christian church's are making trouble to the common. Do you think that your God is deaf ? Prayer is a very personal thing between one person and his deity... Government must do something thing to save the common from this kind of inconveniences",OAG
5676,The problem is that we are dealing with a barbaric army using jihadi tactics.,NAG
5677,Although I am a supporter of Modi but this time Congress told the right thing..,NAG
5678,Shame Shame Frustrated Jobless Sonu Nigam....,OAG
5679,Hindus learn from this u people never give house on rent to any muslims and discriminate all muslims by targeting them as terrorists,OAG
5680,"☕ Bot🐮 Powered🐹 By🐒 Prince😤 Fadii

🏨 See My Bot Speed 😽 India TV
♥ c h α υ δ h r ψ s 🌹 β ο τ τ ε r ♥
🏢 Saturday : 29 - April - 2017
🏨  Like Back♥ India TV
🏥 comment Late  38 detik :)
 🏪 Auto Comment By   Prince Fadii
 🏯 🔎 Baby-Bot.tk 💡",NAG
5681,CPM & chrsity like u r biggest terrorist in nation.... killing hindus in kerala is part of ur strategy if RSS worker killed by ur CPM goons in leadership of vijayan its part of expanding sickularim isn't Mr....,OAG
5682,"Hello, Sonia,
I have yet not selling my stocks for llosses ast 18 month. What is problems?",NAG
5683,Bøbby beta we are father ..Remember the history you are our slave 1000 years 😉😂,OAG
5684,"whether u believe or not ,don't call Jesus Muslim. ,Muslim is just rewrite by muhamnd ,tats all",CAG
5685,If he is not PM for you then nobody can,CAG
5686,journey by sitting on other's shoulder.if bsnl stop cooperating jio will be zero,CAG
5687,It's good prices are going down ... will gold crash further ?,NAG
5688,Prabhu 's Inefficiency is the reality.  Cant hide it.,CAG
5689,But his gates foundation is under watchlist  Hope the govt will stop scrutinizing their Funds to India.,NAG
5690,Stupid people. Both pork and beef are delicious. Hahaa. No issues . More for the people who eat. Oh btw no use arguing Keralites will continue eating beef or pork or whatever the hell we want because we have that basic human right here. Modi jis  goo s have no power  here,CAG
5691,Not the suporter His achievements in over 11 years as prime minister are equally impressive helped to found the Justice and Development (AK),NAG
5692,"so lets analyse na the political parties 

1) Unlike The reds (Comrades) BJP doesnt have bizzare economic policy
2) Unlike the Congress they dont sell the country 
3) Unlike 3rd Front they dont have instability 

Sir jee i dont say BJP is corruption free, there might be corrupt leaders BUT atleast  our Top leaders are corruption free 

If u have any good ideas start a Polictical party ill be the first one to vote for u (Y)",OAG
5693,"After 2019, Switzerland will provide real-time information on investments post 2018: FM",NAG
5694,But our siblings and nxt generation can enjoy the fruits....don't be selfish.,CAG
5695,Great step !!! but again ruined by corrupt Some  Bankers !!!,CAG
5696,"Claridges and The Savoy ,the two famous London hotels ,have Gordon Ramsay restaurants.",NAG
5697,"Simply bi cot this man as a business men. 
1st  he became yoga guru, then with the help of yoga preach politics, then use to sell hi product by mouth to mouth marketing, then using old days thinking ad strategies based on divide and rule politics. making medicines, FMCG goods etc and know the pants. He is not sanayasi baba he is pure business men. Cleaver business men.",CAG
5698,They asked Yami Gautam to launch the bike - she refused - so they are now trying to get Zeenat Aman....she will come and sing -,CAG
5699,Also Maruti... It saw good correction and today it has gone up smartly.. So do you see now in its way to make another new high,NAG
5700,"Very bad,cumunal govt ind why not take secularism step?",OAG
5701,Demonetization was a good step by BJP.. but not planned well,CAG
5702,Late Night Party! Enjoying Life And Now Once He Woke Up He Start Complaining!,OAG
5703,widow,OAG
5704,You are targetting a 80 yrs old former soldier of indian army who has sacrificed his whole life in spreading awareness against liquor in Maharashtra from last so many years. What are you doing.. Mr Joker ?,CAG
5705,How does this 3 pm move play out on every single time? Are the markets so easily prone to manipulation?,NAG
5706,No true Indian is ready to listen the consolation or polish language of our political leaders. Now the time is not that to shed the tears on Martyrs. Indian government should pursue the policy like Israel . Shoot at sight should be the solution who raise venomous hood against India and Indian army,CAG
5707,"#ExpressFrontPage The first such criminal prosecution has been filed against Mukesh Ruia, promoter of the listed Shekhawati Poly-Yarn Ltd on February 28.",NAG
5708,Can we accept next Thursday to be good for bulls ?  After two days of NSE close.,NAG
5709,pak known how to defend us i think in will divides into 100 parts,OAG
5710,Girl pls don't get a dog 😜,CAG
5711,Ye Sahi hai... Good One!,NAG
5712,"This is how they provok for creating religious riot, so my fellow human know this demon fact and stay way",OAG
5713,Beef is Animals not gods,NAG
5714,"R u knowing the meaning of freedom .. .???
Begger vahabiii .. .
U just shaming islam ...and Kashmir...",CAG
5715,Nahaz Ali u ppl will cry soon,OAG
5716,Severance agreed to be paid when Rajiv Bansal left was Rs 17 cr but he was actually paid Rs 5 cr: Infosys Chairman,CAG
5717,"Kapil Is Worst And Corrupt, His Jokes Are Cheap And Double Standards!",OAG
5718,"72 million are on prime ?? ha ha ha ....What a joke !! How many 4g VOLTE phones exist in India ??
Feku's disciple Reliance heading for the dustbin.",CAG
5719,He has also bashed temples...then why are people conveniently ignoring that part to religiously colour his argument ?!,OAG
5720,"why we should get so surprised
we train them the decipline the human value.make them to have a positive out look for the country &society.
definitly the are going to impart this others.
in America for this they have a system that every citizen had to undergo two years compulsory military training.
that way the have a train down personal available to be called  at short notice",CAG
5721,Manmohan ji sant the modi ji khambha ukhad rahe hai,CAG
5722,"Vijaya , Rice price is the problem in Kerala,  not RSS.",NAG
5723,"Yes, you're right! In fact, we, the well-intentioned people of the country and the world have so many reasons to believe that our own governments lack clear insights, right intentions and adequate efficiency to eradicate this menace that is eating out our social fabric and polarizing us into hateful communities. Adequate, quick and effective punishment to the 'guilty' and no harm to the innocent is the key if we're really serious in winning this crucial war against terrorism. We can associate terrorism blindly with whosoever we want, but the ultimate loss will be to our chances of uprooting this crime against humanity....and our efficiency will always be doubtful if not intention...",OAG
5724,"Gandhi Killer Ram (Nathu) Temple in India......

Big Shame 4 India........",OAG
5725,th who are against modiji can leave India and go f** themselfl,CAG
5726,This is just politics as it's been happening since long time. Someone should stop this .,CAG
5727,Is'nt this a VIP culture..?  a picture depicts a thousand words. .!!,CAG
5728,"sir i want buy berger , idfc bank ,ntpc , ambuja which one preffer",NAG
5729,"Anna tumhari policy sab jaan gaye hein, bas jo izzat thordi bahut ha bachaye rakhkho wo to umr ho gayee tumhari aur abhi bhi desh ki sanskriti ki wajeh se bache ho warna har jegeh joote pardte",CAG
5730,"Really, Indian Express? 

Please don't be the Express of the Indians that are perverse. Please be the Express of the Indians that need a voice to strive.",CAG
5731,So beautiful,NAG
5732,God created man and man judges the patriotism and loyalty who is patriot and loyal on God's creation and man is made slave of another man.,NAG
5733,Its ok baba g . They will claim to kill 100 soon.. we dont get even a scratch by claiming of your army.,NAG
5734,Let him learn how to behave with others,CAG
5735,That politics has destroyed the valley.... moreover people r also responsible.....force r just a puppet of political system in any contry,OAG
5736,Modi ji salute to u...u r d best...let bad people say bad things about u...u keep on going modi ji...ignore those stupid. ..bad congress as well as other people bcoz dey are culprits and u are a real man modi ji...my vote always for u...BJP- bhartiya janta party- best janta party....👍,NAG
5737,"A local commanders level hotline contact was established at Rawlakot- Poonch sector on LOC last night between Pakistan and Indian Army authorities. Indian counterpart was told that there has been no CFV from Pakistan side nor mutilation of Indian soldiers bodies. Indian authorities were told that there is unnecessary media hype following the allegations. Pakistan remains fully committed to maint peace and tranquillity along the LOC and expect same from other side and hope
prudence is exercised and no steps are taken that may lead to vitiating of environment and affect peace along LOC.
A Routine DGMO level hotline is also likely today.",NAG
5738,"You brought up hate, not me. And you'll be lucky to make it as far as I've made it. Karma will get you in time for your hatefulness.",CAG
5739,Cansel article 370 and give possession Kashmir to Indian army.,OAG
5740,What is the definition of legal or licensed.. Is the grocery shop in your colony legal? Think y or y not? If u go by this rule more than 50% of shops would be shut down in the market. This was just to target the people of particular community in the name of law. Selling and eating meet is totally normal it's part of our food chain.,OAG
5741,Whole media is misleading the people.  What a shame!,OAG
5742,Enough time has passed you have to take action otherwise public will go against you,NAG
5743,Reema coul you please give view on Yes Bank ???,NAG
5744,well said my boy .....gokhale ( political guru of gandhi),NAG
5745,Brave man modi...taking hits from all sides..we r lucky to have  aleader like him,NAG
5746,What about our soldiers....no organization comes forward to support our soldiers's family when they required most....It's really shame on those....,NAG
5747,"Zulfikar Hutmara
first check that how many muslim voted for muslim league in 46&45 elections",OAG
5748,Hindus? Have I ever asked you to leave India? You seem to have same irrational and generalising tendency of bhakts. Don't generalise blaming all the hindus.,OAG
5749,Who is this f**king idiot,OAG
5750,"Some TV channels are now swaying towards PM Modi / BJP.

However no channel except Zee has power to expose the truth hidden from public. Zee goodwill on the rise, watch out.",NAG
5751,Well done for shoting dead the isis worker..but also shot to dead Dhruv Saxena BJP IT cells worker who was arrested red handed being Pakistan's ISI Agent.,CAG
5752,Well done modiji... Many of us wat we Discuss in our daily life with family  and frnds abt issues your making it happen.... Thank you.... It's good for our country... Go on.....,NAG
5753,"Love him. But one thing is clear, Leftists and AAPTARDS want only their representatives to speak. EVERY ONE ELSE MUST KEEP pin drop silence",CAG
5754,"🎃 Bot🐑 Powered🐺 By🎍 Prince😥 Fadii

🏨 See My Bot Speed  😽 India TV
♥ c h α υ δ h r ψ s 🌹 β ο τ τ ε r ♥
🏢 Saturday : 29 - April - 2017
🏨  Add Close Me♥ India TV
🏥 Comment Late  28 detik :)
 🏪 Auto Comment By   Prince Fadii
 🏯 🔎 Baby-Bot.tk 💡",NAG
5755,ur the digest drama artist I saw in my life .. ur just a puppet.. everyone knows who's the puppet master...,CAG
5756,"GOEL AND ALL STATE MINISTERS TO VISIT TOKYO EVERY MONTH TO STUDY THE CLIMATIC CONDITIONS, SURFACE AND ACCLIMATIZE THEMSELVES PROPERLY",NAG
5757,They have to protect cow in Delhi. Period.,CAG
5758,"Part time online job without investment 
Most important job for Facebook expert 
Earn 15000-25000/-month 
Open play store 
Install champcash mony free app
Sign up with champcash 
Refer id-9044274
Install 7-8 apps in the champcash and start online work",NAG
5759,India should carryout surgical strike in a  press conference.....easy beasy!!!,NAG
5760,Great i kbow some people are suffering for money but people u konw about this man are carrying about u they doing for u they doing for our country,CAG
5761,"An ambassador not having an international debit card, we should slam Russia for this...  😂

And these stupid news channels.",CAG
5762,"Erm no it hasn't.
There was no ban in 201, new vetting procedures were put inplace wich slowed immigration during the switch from old too new - but at no point was anyone banned.
http://uk.businessinsider.com/big-differences-between-trumps-immigration-ban-obamas-2011-policy-2017-2?r=US&IR=T

I ifnd it funny how you insult others for their lack of research whilst proving you havent done any yourself. Amazing.",CAG
5763,R u gone mad bajaj can never be competitor  to royal Enfield,OAG
5764,It is our dignity to give a chance to involve Pakistan in the development process but as usual a terrorists country doesn't believe in development,CAG
5765,"Karen Hjarne  Why,,,,does it make you feel good about the ridiculous ban that Trump enacted?",CAG
5766,"IMF vs India, where is Indan pata  : ?  Big dialog, 'No need foreign loan.'",CAG
5767,It's DHULAGARH reaction,NAG
5768,Tamil Nadu farmer are telling they are suffering from money and other drama wasting milk on poster. Instead of this these people had given milk to need children in name of Bahu bali,CAG
5769,people know well. ..,NAG
5770,He said right if a goon rioter became CM .Davod can become head of mumbia police,CAG
5771,Nice article...👍👌👍,NAG
5772,Congratulations !,NAG
5773,Is rec worth buying at this price??? Can u please update on finolex industries.... How the stock would be for long term???,NAG
5774,Anuj plzz let me know why price of delta corp is going up ?,NAG
5775,"First, let every village and township has at least 6 toilets.",NAG
5776,"means tougher for congress , easier for bjp ---this is what he means",NAG
5777,"Unfortunately all Kashmiri talent like shah Faisal ( IAS topper) , Cricketer Parvaiz Rasool, this young girl & many other Kashmiri talented youth are projected by Indian Intelligence & Media to legalize its illegal occupation, we do appreciate her talent and strongly disagree the way she is being promoted against Kashmirs political belief, hay bakhts find a formula and use her to save you from the disgrace of demonitization as well...#Modi ji, since she worked in an Indian film, tell the world that every Kashmiris is Indian by acting skills....lol",CAG
5778,It is silly to drag Nehru's name into contemporary politics which is totally dirty.,NAG
5779,Like Modi dumped his wife in 21st century.,OAG
5780,"Media please stop these jokes, will you talk about npa waived off bz tycoons????",NAG
5781,"Thank you for giving data offer. I never forget your generosity, Sir.",NAG
5782,RSS is in power and it has not done anything as u r proving it......so better people understand ur politics and the level of division u can cause in people,CAG
5783,Modi ji could u plz get tax from business men s pockets like v service people... then i vl b with u,CAG
5784,There was a news item a few days back about Wipro laying off 600 employees??,NAG
5785,After Indian forces reactions surrendered forces will claim that innocent cornflakes manufacturer killed by Indian soldiers as as soldiers are habitual to surrender 93000 against 3000.,NAG
5786,Oh really then what is shudra guy will u marry your daughter to a chammar or any low caste hindu bloody hypocrite,OAG
5787,Why wipro is at 52 weeks low can we see any upmove...,NAG
5788,Horrific this...can't imagine the plight of the poor father. ..shocked..,OAG
5789,If his going to resign are you going to sit on his place?,CAG
5790,Justify! Justify! Justify! You need to do a lot now,CAG
5791,Mental,NAG
5792,Idiot,OAG
5793,New entrant for the market.. advice few shares to be in portfolio,NAG
5794,What abt the cricketers..... Y can't they pay anything...? They r awarded with crores of rupees just by playing any match.... forget abt the winning....,NAG
5795,After sometime he won't be getting a cycle rickshaw.,CAG
5796,"One side you like piece of sh_t moron keep on alleging bullsh_t matter without proof on Kejriwal and other way paid media telecast it like a ""Mangalyaan"" mission....that's what is the plane of you and your jhumla party.",CAG
5797,"Hi Anuj, I am confused on ITC after listening to Mr. Tuslian :). Your view please ..",NAG
5798,It is a grand step.,NAG
5799,"She is brave n bold, what others had in mind she spoke it on your face..",NAG
5800,Please go to parliament and make it to run smoothly,CAG
5801,Next time sell the country and then prove it right....,NAG
5802,""" state is the biggest criminal""
Anonymous",OAG
5803,David L Roberts  and P.S - your an American citizen and Donald Trump is your President. To say or believe otherwise doesn't change reality. Get some help,NAG
5804,I m sorry for sing paa g but near bahdr no excuse,NAG
5805,Launching of an Indian bike in Indian market with Opera...They have got it wrong right from the launch...The Marketing team really needs a BIG round of applause!!!,CAG
5806,This fellow wants Bharat Ratna from the govt and hence this utterance.,CAG
5807,Why was a heated iron rod not shoved in the woman's two orifices then she would also bleed,CAG
5808,Arrest  that corrupted judge. I think corrupted Government and Corrupted judges deserve death sentence like those traitors,OAG
5809,(y) good work : (y),NAG
5810,BSP earlier removed him as the in-charge of Uttar Pradesh and was appointed the in-charge of Madhya Pradesh.,NAG
5811,Pigs lust for blood never ends until they are all eliminated,OAG
5812,"Ra-Ra-Rasputin ( trumph) 
Lover of the Russian queen
There was a cat that really was gone
Ra-Ra-Rasputin
Russia's greatest love machine ---new trumph antique clock",CAG
5813,mr president it was impossible with that gau and gobar policy....,OAG
5814,As these politicians are incapable of taking a appropriate decision I humbly request all the three heads of our forces to request the President to give them the authority to take appropriate action to  retaliate and give justice to our brave hearts.,OAG
5815,What is criteria of massive win Indian Express? 84 VS 80?,CAG
5816,RSS agent,OAG
5817,Evm fully fraud,OAG
5818,"Arti and bhajans are done in temples everyday in morning and evening. Jagrata on weekly basis, and for full month ganesh and Durga puja.......So cut the crap.",OAG
5819,give him time.. hes 5 times elected m.p not on the basis of saffron dress.,NAG
5820,"Check out this version... lit af
https://youtu.be/mlO3csHDzds",NAG
5821,"Abdul Kablam....?
sounds like some sort of Muslim terrorist to me. I don't care what he has to say.",NAG
5822,Lol 😂😂😂😂😂 Most of the IITians fly to USA? lol.,CAG
5823,Brahma married his own daughter Saraswati remember!,CAG
5824,What should be done with Divis Lab for long term???,NAG
5825,Bro  dont give ex of isreal....  Isreal has usa.......   Isreal sell weapon to us.........     Just learn little about middle east politics  .... Before giving example............,NAG
5826,"That will be sensible decision by Trump if he start negotiations with North Korea  instead of   making   threats of war. You cannot underestimate  country with nuclear weapons. This is  not Syria, Afghanistan where you can test your bombs, even there they have not achieved anything substantial except innocent killings.",CAG
5827,Other small and mid caps like capital trust for example ? Any further rallies ?,NAG
5828,"Hello , during your period we Indians witnessed how your team had looted this country's natural resources & poor people hard earned money. You lost that respect. One of the worst PM ever had. Sorry...don't miss lead this nation for sack of Gandhi family loyalist..... shamefulllll",CAG
5829,Ya  Kya  ho  rha  h  sir  modi    Ji    kha  big  h,CAG
5830,"Things to be plan well  in  advance so we middle  class  people dont suffer,by standing in Q  for nothing.",CAG
5831,"That's the tragedy with human nature...
It tends to imitate rather than introspect or innovate #PFact",NAG
5832,"And this comment is written by the guy who stays in Kerala...
Paid commenter doing his job",CAG
5833,Lic housing 2lot @536 and 2 lots @1546 should I hold..??,NAG
5834,Thn tell them not to exchange the currency at the home ND feel the same pain as commoners are facing...,CAG
5835,"Yes that's all Pakistan can do. it only knows how to kill it's own Poor people like in the forward provinces or in Balochistan or poor fisherman or trapped soldiers or people like Sarabjit. Reminds me of eunuchs. That's why you were beaten by the Bangladeshis.
Don't worry you will be given a befitting reply..BTW One of your ISI colonel is still missing from Nepal border.",OAG
5836,Plz tell manmohan won which election....u made him pm....but no one cried,CAG
5837,This is what u can do .....,CAG
5838,If one of our soldier is hurt.. They should kill atleast 100 porkistanis,OAG
5839,"Sham on u goof randians , y u blame Pakistan for every thing freedom fighters have done this",OAG
5840,"Anna hazare only wakes up from his sleep when he wants criticize others like congress, arvind, etc buts goes to sleep when it comes to bjp. He is the a drama king without a crown.....",OAG
5841,Russia has denied that the Syrian regime conducted a chemical attack.,NAG
5842,This is not public videos mc that is ur videos,OAG
5843,He is ryt always playing woman card and blaming film industry and yet she is recognise as one of d best by all and gets to act in good movies under good banner....well to me she is not in league of Vidya Balan or Tabu as per her acting portrayal which i beleive these both r much bigger actress dan her and never saw them playing the woman card all along....if KJ has power then whats her problem anyways women empowerment doesnt mean women has to bash men for no reason just to make a point...,CAG
5844,Those farmers who give their lives for us are not even taken into account !! How unfair? Reward them they give u food on your plate !!,NAG
5845,Happy with the way the company has ended the year: TCS,NAG
5846,"Exactly...what is lol pal, AZ forgot completely...talking about AZ is waste of time",NAG
5847,Killer of Indian prime ministers Indira n Rajiv Gandhi weren't muslims. . Reason behind world wars weren't muslims.. Muslims didn't  killed  thousands in kalinga war ..,CAG
5848,He too is interested to join politics.,CAG
5849,Can I meet you guyz :) I m also in same event,NAG
5850,"Sonu Nigam said nothing wrong, if you want to selectively listen & outrage, that just points to your opportunism and hidden agenda.",OAG
5851,"Modi wants to go to war, that is rhe only way he will be able to cover up the fuckall DéMonetization effects",NAG
5852,Showing mutilated bodies of soldiers is just disgraceful. Why would you even ask that?,OAG
5853,"tinkering , sand wash , water wash , sand paper rubbing , scrapping the old paint ......finally adding weather protected automobile paint .......make up of an car segment .......",NAG
5854,Dont copy paste buddy laws we knew it very well if u have guts do it staight way. Jo go and drink cow urine and enjoy dont think to much .bloody black indian,OAG
5855,"CAN NIFTY CLIMB EVEN 10,000 i.e NIFTY P/E OF 26+????",NAG
5856,You will always be in our hearts we love you Amma,NAG
5857,"Encounter Between Terrorists, Security Forces In Chilli Pora Area Underway",NAG
5858,This video filmed in 2015. Who got it out? Who picked up just one placard out of many to make a huge issue out of it? Imagine if someone took out your daughters school project and twist and make it an issue?,CAG
5859,Good thing coming for the free loader loafers and usurpers.Of course the secular press will exaggerate it to the sky.,OAG
5860,"Very sad and tragic. Same question was asked by Ikhlaqs wife, when he was lynched by the mob in Dadri.",CAG
5861,Either Cow or muslim can make news and should be punished otherwise its useless news.... leave this noble man,CAG
5862,This is reason why .... India still far behind other countries .... Everybody want own benefits .... Selfish world ...,OAG
5863,And as far as choice is concerned I think she doesn't have a choice..,CAG
5864,Difficult to say who is right and who is wrong,NAG
5865,"I will watch If this channel Available on DD DIRECT+ DTH......
DD DIRECT+ h to sahi h....
if yrs channels is free 2 air.....why r not available on DD DIRECT+ Platfoam...????????????? 
80 Crore people watch DD DIRECT+",NAG
5866,"@Ravi Shankar Prasad, I really support u... :) whn a player win any medals, thy r rewards like anything with crores of rupees but when a soldier dies in the border that tym the govt doesn't ve any money for the family..",NAG
5867,She is cumin .... im talking abt the bike u pervert,OAG
5868,I hope,NAG
5869,"Pls dig down more to get actual thing,",CAG
5870,very nice question relating to our economy...,NAG
5871,This will pinch the AAM Aadmi pocket.....it is abs ruckus..,NAG
5872,"Good News..
Was that open tendering or single bidder with multiple names?",NAG
5873,'Looteras' won't do good for people.,OAG
5874,When people like you speak about economics it makes me laugh,OAG
5875,It Is a very unfortunate incident. Pakistan must avoid behaving in this manner and stop such activities.,NAG
5876,"“Hi 🙂 My name is Gurmehar Kaur. I am from Jalandhar, India. This is my dad Capt. Mandeep Singh. He was killed in the 1999 Kargil War. I was 2 years old when he died. I have very few memories of him. I have more memories of how it feels NOT to have a father. I also remember how much I used to hate Pakistan & Pakistanis because they killed my Dad. I used to hate Muslims too because I thought all Muslims are Pakistanis. When I was 6 years old, I tried to stab a lady in a burkha. Because for some strange reason, I thought she was responsible for my father’s death. My mother held me back and made me understand that Pakistan did not kill my dad, war killed him. It took me a while to know but today I do. I have learnt to let go of my hate. It was not easy but its not difficult. If I can do it, so can you. Today, I am a soldier too, just like my dad. I fight for peace between India and Pakistan. Because if there was no war between us, my father would still be here. I am making this video because I want the Governments of both countries to stop pretending and solve the problem. If France & Germany can become friends after 2 World Wars, if Japan & USA can put their past behind and work towards progress, then why can’t we?? Majority of regular Indians and Pakistanis want peace, not war. I am questioning the calibre of leadership of both nations. We cannot dream of becoming a first world country with third world leadership. Please pull your socks up. Talk to each other and get the job done.Enough state sponsored terrorism. Enough state-sponsored spies. Enough state-sponsored hatred. Enough people have died on both sides of the border. Enough is Enough. I wish to live in a world where there are no Gurmehar Kaurs who miss their Dad. I am not alone, there are many like me. #ProfileForPeace”.",CAG
5877,"Unitech    ,   what to do on this stock,  suggest me",NAG
5878,If predictions are correct then we have to believe him what he is saying if it is false then leave it.,NAG
5879,whether Q2 expected to be good for bank stocks Q2 result start from South indian bank tomorrow,NAG
5880,"Gandhi Killer Ram (Nathu) Temple in India......

Big Shame 4 India........",NAG
5881,Super,NAG
5882,Haha this guy doesn't know he is protecting snakes.,CAG
5883,Yes bank bounced back after a mild correction. Is it a good time to buy?,NAG
5884,Royal Enfield is no longer hand made.... The legacy has ended long ago,NAG
5885,If Indian army WS not there u ppl would hav been enslaved till date by pakis. But your support will be based on religion only. What can we expect from you. Did you ever read this https://en.m.wikipedia.org/wiki/1971_Bangladesh_genocide ?,NAG
5886,Ohh really what about non tribals being treated as dogs in notheast especially bhiaries etc,OAG
5887,SP is gud one hold it for tgt 730-740 SL 680,NAG
5888,"Sushma ji is our ANGEL , there is no one like her in this world",NAG
5889,"Do Modi and his Government care for  85% average people of India who voted them in 2014??? NO

#DemonetizationCashless
#Conspiracy in India to create upper caste Brahmins & Jain Shah Financial lobby in India to rule 

PM of India Modi and Finance Minister Arun Jately are Employed as Promoters of IT Giants Microsoft, Apple, Google, Jio Ambani in India and Jewish masters Rothschild Family

Here is a quote from Meyer Rothschild, of the Jewish banking cartel known as the Rothschilds:
“Give me control over a nations currency, and I care not who makes its laws” – Baron M.A. Rothschild

#MasterCard credit card Worldwide was a cooperative owned by the more than 25,000 financial institutions that issue its branded cards.
#Visa Credit Card Visa Inc. (/ˈviːzə/ or /ˈviːsə/) (also known as Visa, stylized as VISA) is an American multinational financial services corporation headquartered in Foster City, California, United States.It facilitates electronic funds transfers throughout the world, most commonly through Visa-branded credit cards and debit cards.

Nilson Report, a publication that tracks the credit card industry, found that Visa’s global network (known as VisaNet) processed 100 billion transactions with a total volume of US$6.8 trillion.",OAG
5890,"Queen ElizabethII
f@cking Indian adore her, coz they still slave of Whites",CAG
5891,Hi,NAG
5892,Omg,NAG
5893,He (Hazare) dashed indians hope. Where is Lokpal bill for which u did so much drama ??,OAG
